ActionType,ActionDate,AssistanceType,RecordType,FAIN,AwardModificationAmendmentNumber,URI,CorrectionDeleteIndicator,SAI_Number,AwardeeOrRecipientLegalEntityName,AwardeeOrRecipientUniqueIdentifier,LegalEntityAddressLine1,LegalEntityAddressLine2,LegalEntityZIP5,LegalEntityZIPLast4,LegalEntityCongressionalDistrict,LegalEntityCountryCode,LegalEntityForeignCityName,LegalEntityForeignProvinceName,LegalEntityForeignPostalCode,BusinessTypes,FundingSubTierAgencyCode,FundingOfficeCode,AwardingSubTierAgencyCode,AwardingOfficeCode,CFDA_Number,PrimaryPlaceOfPerformanceCode,PrimaryPlaceOfPerformanceCountryCode,PrimaryPlaceOfPerformanceZIP+4,PrimaryPlaceOfPerformanceForeignLocationDescription,PrimaryPlaceOfPerformanceCongressionalDistrict,AwardDescription,PeriodOfPerformanceStartDate,PeriodOfPerformanceCurrentEndDate,FederalActionObligation,NonFederalFundingAmount,FaceValueLoanGuarantee,OriginalLoanSubsidyCost,BusinessFundsIndicator
,20190228,10,1,  ,,6402820190201758,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,LA**073,USA,,,05,CH33,,,0000213090,,,,NON
,20190228,10,1,  ,,6402820190201759,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**073,USA,,,01,CH33,,,0000031127,,,,NON
,20190228,10,1,  ,,6402820190201760,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**073,USA,,,05,CH33,,,0000068913,,,,NON
,20190228,10,1,  ,,6402820190201761,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MS**075,USA,,,03,CH33,,,0000187699,,,,NON
,20190228,10,1,  ,,6402820190201762,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**165,USA,,,06,CH33,,,0000019080,,,,NON
,20190228,10,1,  ,,6402820190201763,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MI**165,USA,,,04,CH33,,,0000058221,,,,NON
,20190228,10,1,  ,,6402820190201764,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**167,USA,,,04,CH33,,,0000007867,,,,NON
,20190228,10,1,  ,,6402820190201765,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**167,USA,,,14,CH33,,,0001450701,,,,NON
,20190228,10,1,  ,,6402820190201766,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**167,USA,,,09,CH33,,,0000013185,,,,NON
,20190228,10,1,  ,,6402820190201767,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TN**169,USA,,,06,CH33,,,0000019047,,,,NON
,20190228,10,1,  ,,6402820190201768,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**173,USA,,,07,CH33,,,0000001269,,,,NON
,20190228,10,1,  ,,6402820190201769,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KS**175,USA,,,01,CH33,,,0000004791,,,,NON
,20190228,10,1,  ,,6402820190201770,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NJ**015,USA,,,90,CH33,,,0000729681,,,,NON
,20190228,10,1,  ,,6402820190201771,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NY**015,USA,,,23,CH33,,,0000104300,,,,NON
,20190228,10,1,  ,,6402820190201772,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PA**015,USA,,,10,CH33,,,0000122826,,,,NON
,20190228,10,1,  ,,6402820190201773,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,SC**015,USA,,,90,CH33,,,0002031724,,,,NON
,20190228,10,1,  ,,6402820190201774,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**017,USA,,,01,CH33,,,0000045986,,,,NON
,20190228,10,1,  ,,6402820190201775,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MT**017,USA,,,00,CH33,,,0000019493,,,,NON
,20190228,10,1,  ,,6402820190201776,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**017,USA,,,01,CH33,,,0000003362,,,,NON
,20190228,10,1,  ,,6402820190201777,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CO**077,USA,,,03,CH33,,,0000757513,,,,NON
,20190228,10,1,  ,,6402820190201778,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,LA**077,USA,,,06,CH33,,,0000019995,,,,NON
,20190228,10,1,  ,,6402820190201779,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MO**077,USA,,,07,CH33,,,0000876501,,,,NON
,20190228,10,1,  ,,6402820190201780,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**077,USA,,,01,CH33,,,0000026231,,,,NON
,20190228,10,1,  ,,6402820190201781,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WI**077,USA,,,06,CH33,,,0000052260,,,,NON
,20190228,10,1,  ,,6402820190201782,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**079,USA,,,04,CH33,,,0000018182,,,,NON
,20190228,10,1,  ,,6402820190201783,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KS**079,USA,,,04,CH33,,,0000033497,,,,NON
,20190228,10,1,  ,,6402820190201784,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ND**079,USA,,,00,CH33,,,0000013759,,,,NON
,20190228,10,1,  ,,6402820190201785,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PA**079,USA,,,90,CH33,,,0000644774,,,,NON
,20190228,10,1,  ,,6402820190201786,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PR**079,USA,,,98,CH33,,,0000047811,,,,NON
,20190228,10,1,  ,,6402820190201787,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AL**081,USA,,,03,CH33,,,0001610200,,,,NON
,20190228,10,1,  ,,6402820190201788,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**177,USA,,,02,CH33,,,0000002805,,,,NON
,20190228,10,1,  ,,6402820190201789,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MO**177,USA,,,05,CH33,,,0000056006,,,,NON
,20190228,10,1,  ,,6402820190201790,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**179,USA,,,90,CH33,,,0000205435,,,,NON
,20190228,10,1,  ,,6402820190201791,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NE**179,USA,,,03,CH33,,,0000009810,,,,NON
,20190228,10,1,  ,,6402820190201792,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TN**179,USA,,,01,CH33,,,0000460415,,,,NON
,20190228,10,1,  ,,6402820190201793,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IN**183,USA,,,03,CH33,,,0000050335,,,,NON
,20190228,10,1,  ,,6402820190201794,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**185,USA,,,15,CH33,,,0000002449,,,,NON
,20190228,10,1,  ,,6402820190201795,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KS**185,USA,,,04,CH33,,,0000001397,,,,NON
,20190228,10,1,  ,,6402820190201796,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MO**187,USA,,,08,CH33,,,0000118333,,,,NON
,20190228,10,1,  ,,6402820190201797,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**189,USA,,,15,CH33,,,0000010706,,,,NON
,20190228,10,1,  ,,6402820190201798,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AL**019,USA,,,90,CH33,,,0000010866,,,,NON
,20190228,10,1,  ,,6402820190201799,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AZ**019,USA,,,90,CH33,,,0004492419,,,,NON
,20190228,10,1,  ,,6402820190201800,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**019,USA,,,90,CH33,,,0000116941,,,,NON
,20190228,10,1,  ,,6402820190201801,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MA**019,USA,,,09,CH33,,,0000007617,,,,NON
,20190228,10,1,  ,,6402820190201802,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MT**019,USA,,,00,CH33,,,0000004268,,,,NON
,20190228,10,1,  ,,6402820190201803,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NV**019,USA,,,90,CH33,,,0000184481,,,,NON
,20190228,10,1,  ,,6402820190201804,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,SD**019,USA,,,00,CH33,,,0000010356,,,,NON
,20190228,10,1,  ,,6402820190201805,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**019,USA,,,21,CH33,,,0000087528,,,,NON
,20190228,10,1,  ,,6402820190201806,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ND**081,USA,,,00,CH33,,,0000006780,,,,NON
,20190228,10,1,  ,,6402820190201807,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MT**083,USA,,,00,CH33,,,0000011710,,,,NON
,20190228,10,1,  ,,6402820190201808,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PA**083,USA,,,05,CH33,,,0000046121,,,,NON
,20190228,10,1,  ,,6402820190201809,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TN**083,USA,,,07,CH33,,,0000033940,,,,NON
,20190228,10,1,  ,,6402820190201810,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**085,USA,,,09,CH33,,,0000075517,,,,NON
,20190228,10,1,  ,,6402820190201811,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TN**189,USA,,,06,CH33,,,0000563260,,,,NON
,20190228,10,1,  ,,6402820190201812,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**191,USA,,,04,CH33,,,0000008342,,,,NON
,20190228,10,1,  ,,6402820190201813,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**197,USA,,,02,CH33,,,0000021331,,,,NON
,20190228,10,1,  ,,6402820190201814,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**203,USA,,,18,CH33,,,0000059046,,,,NON
,20190228,10,1,  ,,6402820190201815,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KS**209,USA,,,03,CH33,,,0000270825,,,,NON
,20190228,10,1,  ,,6402820190201816,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**209,USA,,,90,CH33,,,0001530996,,,,NON
,20190228,10,1,  ,,6402820190201817,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**021,USA,,,01,CH33,,,0000003582,,,,NON
,20190228,10,1,  ,,6402820190201818,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NE**023,USA,,,01,CH33,,,0000001221,,,,NON
,20190228,10,1,  ,,6402820190201819,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NY**023,USA,,,22,CH33,,,0000059431,,,,NON
,20190228,10,1,  ,,6402820190201820,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TN**023,USA,,,07,CH33,,,0000097931,,,,NON
,20190228,10,1,  ,,6402820190201821,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WY**023,USA,,,00,CH33,,,0000017463,,,,NON
,20190228,10,1,  ,,6402820190201822,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MS**085,USA,,,03,CH33,,,0000044591,,,,NON
,20190228,10,1,  ,,6402820190201823,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MO**085,USA,,,04,CH33,,,0000005354,,,,NON
,20190228,10,1,  ,,6402820190201824,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NY**085,USA,,,11,CH33,,,0001105634,,,,NON
,20190228,10,1,  ,,6402820190201825,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**085,USA,,,02,CH33,,,0001415796,,,,NON
,20190228,10,1,  ,,6402820190201826,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**085,USA,,,01,CH33,,,0000418033,,,,NON
,20190228,10,1,  ,,6402820190201827,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**085,USA,,,01,CH33,,,0000013584,,,,NON
,20190228,10,1,  ,,6402820190201828,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,FL**086,USA,,,90,CH33,,,0005846181,,,,NON
,20190228,10,1,  ,,6402820190201829,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ID**087,USA,,,01,CH33,,,0000006890,,,,NON
,20190228,10,1,  ,,6402820190201830,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**087,USA,,,90,CH33,,,0001053191,,,,NON
,20190228,10,1,  ,,6402820190201831,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**089,USA,,,90,CH33,,,0000948047,,,,NON
,20190228,10,1,  ,,6402820190201832,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**089,USA,,,04,CH33,,,0000062234,,,,NON
,20190228,10,1,  ,,6402820190201833,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,LA**089,USA,,,90,CH33,,,0000146887,,,,NON
,20190228,10,1,  ,,6402820190201834,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MO**089,USA,,,04,CH33,,,0000003012,,,,NON
,20190228,10,1,  ,,6402820190201835,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NE**089,USA,,,03,CH33,,,0000007663,,,,NON
,20190228,10,1,  ,,6402820190201836,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**089,USA,,,12,CH33,,,0000355486,,,,NON
,20190228,10,1,  ,,6402820190201837,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PA**089,USA,,,90,CH33,,,0000387768,,,,NON
,20190228,10,1,  ,,6402820190201838,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**215,USA,,,90,CH33,,,0001013517,,,,NON
,20190228,10,1,  ,,6402820190201839,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MO**219,USA,,,03,CH33,,,0000077526,,,,NON
,20190228,10,1,  ,,6402820190201840,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**225,USA,,,01,CH33,,,0000019847,,,,NON
,20190228,10,1,  ,,6402820190201841,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**231,USA,,,05,CH33,,,0000013634,,,,NON
,20190228,10,1,  ,,6402820190201842,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**235,USA,,,08,CH33,,,0000037987,,,,NON
,20190228,10,1,  ,,6402820190201843,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**245,USA,,,14,CH33,,,0000417717,,,,NON
,20190228,10,1,  ,,6402820190201844,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**251,USA,,,25,CH33,,,0000844420,,,,NON
,20190228,10,1,  ,,6402820190201845,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**253,USA,,,02,CH33,,,0000014531,,,,NON
,20190228,10,1,  ,,6402820190201846,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**257,USA,,,09,CH33,,,0000032921,,,,NON
,20190228,10,1,  ,,6402820190201847,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**259,USA,,,02,CH33,,,0000014362,,,,NON
,20190228,10,1,  ,,6402820190201848,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,LA**025,USA,,,05,CH33,,,0000003727,,,,NON
,20190228,10,1,  ,,6402820190201849,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PA**025,USA,,,90,CH33,,,0000093175,,,,NON
,20190228,10,1,  ,,6402820190201850,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ID**027,USA,,,01,CH33,,,0000736681,,,,NON
,20190228,10,1,  ,,6402820190201851,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KS**027,USA,,,01,CH33,,,0000074378,,,,NON
,20190228,10,1,  ,,6402820190201852,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MT**027,USA,,,00,CH33,,,0000016112,,,,NON
,20190228,10,1,  ,,6402820190201853,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,SC**091,USA,,,05,CH33,,,0000800251,,,,NON
,20190228,10,1,  ,,6402820190201854,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**091,USA,,,01,CH33,,,0000025480,,,,NON
,20190228,10,1,  ,,6402820190201855,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AR**093,USA,,,01,CH33,,,0000031984,,,,NON
,20190228,10,1,  ,,6402820190201856,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NY**093,USA,,,20,CH33,,,0000400059,,,,NON
,20190228,10,1,  ,,6402820190201857,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PA**093,USA,,,11,CH33,,,0000034766,,,,NON
,20190228,10,1,  ,,6402820190201858,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**093,USA,,,01,CH33,,,0000003780,,,,NON
,20190228,10,1,  ,,6402820190201859,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CA**095,USA,,,90,CH33,,,0004231134,,,,NON
,20190228,10,1,  ,,6402820190201860,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CO**095,USA,,,04,CH33,,,0000000516,,,,NON
,20190228,10,1,  ,,6402820190201861,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,FL**095,USA,,,90,CH33,,,0006597171,,,,NON
,20190228,10,1,  ,,6402820190201862,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**269,USA,,,02,CH33,,,0000013437,,,,NON
,20190228,10,1,  ,,6402820190201863,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**289,USA,,,08,CH33,,,0000003268,,,,NON
,20190228,10,1,  ,,6402820190201864,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**291,USA,,,36,CH33,,,0000188520,,,,NON
,20190228,10,1,  ,,6402820190201865,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**321,USA,,,08,CH33,,,0000019057,,,,NON
,20190228,10,1,  ,,6402820190201866,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**325,USA,,,23,CH33,,,0000215369,,,,NON
,20190228,10,1,  ,,6402820190201867,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NM**028,USA,,,03,CH33,,,0000031790,,,,NON
,20190228,10,1,  ,,6402820190201868,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AL**029,USA,,,03,CH33,,,0000009040,,,,NON
,20190228,10,1,  ,,6402820190201869,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AR**029,USA,,,02,CH33,,,0000032772,,,,NON
,20190228,10,1,  ,,6402820190201870,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**029,USA,,,01,CH33,,,0001024808,,,,NON
,20190228,10,1,  ,,6402820190201871,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NY**029,USA,,,90,CH33,,,0002216570,,,,NON
,20190228,10,1,  ,,6402820190201872,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**029,USA,,,06,CH33,,,0000189008,,,,NON
,20190228,10,1,  ,,6402820190201873,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OR**029,USA,,,02,CH33,,,0000398858,,,,NON
,20190228,10,1,  ,,6402820190201874,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,LA**095,USA,,,90,CH33,,,0000025496,,,,NON
,20190228,10,1,  ,,6402820190201875,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**095,USA,,,11,CH33,,,0000001592,,,,NON
,20190228,10,1,  ,,6402820190201876,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WI**095,USA,,,07,CH33,,,0000046924,,,,NON
,20190228,10,1,  ,,6402820190201877,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PR**095,USA,,,98,CH33,,,0000024592,,,,NON
,20190228,10,1,  ,,6402820190201878,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**097,USA,,,90,CH33,,,0000383385,,,,NON
,20190228,10,1,  ,,6402820190201879,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ND**097,USA,,,00,CH33,,,0000040562,,,,NON
,20190228,10,1,  ,,6402820190201880,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WI**097,USA,,,03,CH33,,,0000187677,,,,NON
,20190228,10,1,  ,,6402820190201881,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IN**099,USA,,,02,CH33,,,0000050702,,,,NON
,20190228,10,1,  ,,6402820190201882,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MS**099,USA,,,03,CH33,,,0000043378,,,,NON
,20190228,10,1,  ,,6402820190201883,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**353,USA,,,19,CH33,,,0000039494,,,,NON
,20190228,10,1,  ,,6402820190201884,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**363,USA,,,11,CH33,,,0000039178,,,,NON
,20190228,10,1,  ,,6402820190201885,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**381,USA,,,13,CH33,,,0000333090,,,,NON
,20190228,10,1,  ,,6402820190201886,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**391,USA,,,27,CH33,,,0000006343,,,,NON
,20190228,10,1,  ,,6402820190201887,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**395,USA,,,17,CH33,,,0000010790,,,,NON
