Scholarship Name,University,Scholarship Value,Deadline,Location,Bachelor,Phd,Master,Description,Link,Programs,Rank,class
Michael Moody Fitness Scholarship,,1500.0,2018-07-15,,1.0,1.0,1.0,The Michael Moody Fitness Scholarship offers $1500 to a high school senior undergraduate or graduate student who has demonstrated outstanding achievement participation and leadership in school activities and work experience and interest in pursuing a career in the health and fitness related fields. The student may apply and use the money for education-related expenses including tuition fees books supplies room and board. The scholarship is sponsored by Michael Moody Fitness. The 2017 program will be accepting scholarship applications from August 2nd 2017 until 1000 scholarship applications are submitted or July 15th 2018 whichever comes first. Your scholarship application MUST be one of the first 1000 submitted by the deadline date.,http://www.michaelmoodyfitness.com/student-scholarship-chicago/,,,6
Analyze the senior use of e-commerce,,,2018-05-01,Denmark,1.0,0.0,0.0,The scholarship is awarded to a Danish student who succeeds in mapping the e-commerce trends within daily aid equipment amongst the elderly population in Denmark.,https://www.livetsomsenior.dk/om-os.html,,,
Scholarship Opportunity for Jewish Students - BirthrightBlog.com,,1000.0,2018-03-31,,1.0,0.0,0.0,Read more at http://birthrightblog.com/scholarship/,,,,7
Barchelor's degree in Project Management and Education,,,2018-01-01,,1.0,0.0,0.0,It is a scholarship offered to students from anywhere in the world.,https://ukscholarshiplist.blogspot.com/2017/10/uk-fully-funded-scholarship-for.html,,,
Project Management Institute Educational Foundation Scholarship and Award Program,,2500.0,2018-05-01,,1.0,1.0,1.0,The program benefits a variety of opportunities. The program offers academic and professional development scholarships ranging from $2500 to full tuition scholarships. We have multiple deadlines throughout the year.,https://pmief.org/scholarships,,,10
XWord Scholarship 2018,,1000.0,2018-09-01,XWord.com,1.0,1.0,1.0,The staff  behind XWord.com has decided to run a yearly scholarship of $1000 to one lucky student. The scholarship will be sent directly to the financial aid office of the college or university of the winner.,https://xword.com,,,11
Get Instagram Followers Scholarship,,500.0,2019-02-21,,1.0,0.0,0.0,At Get Plus Followers we believe that it’s more than just the grades that make a great well-rounded student. Each one of you is creative in his or her own way: some of you blog; others curate documentary photography on Instagram that helps us understand the world better; and still others find imaginative ways to solve problems in their public and private lives. Creativity is the air each one of us breathes but sometimes we get so concerned with grades that we forget that imagination is our natural problem solver.One way to showcase your creativity is to innovate either by solving a problem by designing something that helps others solve problems or by enhancing our relationship with whatever matters to us.Innovation brings together in unique ways our technical skills and our hopes for a better world.It also provides opportunities for gaining real-working experience in a chosen field and gives students the chance to connect with adults outside their circle who might be able to help students get into their top choice college or get an internship. In the end innovation makes people look at the bigger picture which is the best preparation for college and for life.We at Get Plus Followers are passionate about sparking the creative genius in students and would love to commend those outstanding students who have a made a difference in the lives of others in some innovative or technological fashion. In order to achieve this we have established a scholarship for students who meet certain criteria.,https://getplusfollowers.com/scholarship/,,,4
Zinda Law Group of Denver Scholarship,,1000.0,2017-12-01,,1.0,0.0,0.0,Zinda Law Group is offering one $1000 scholarship to a student pursuing or planning to pursue higher education. This scholarship is open to high school students and college students. Zinda Law Group is dedicated to helping students around the country pursue their higher education goals.,https://zindalawgroupdenver.com/scholarship/,,,2
Daymond John's Success Formula Entrepreneurial Scholarship,,1500.0,2018-08-18,,1.0,0.0,0.0,Success Formula will award a one-time scholarship of $1500 to two students per year. In a 3-minute video students are asked to tell (or show) Daymond John why education is essential to their success as an entrepreneur. Videos must be uploaded to YouTube then the link can be submitted to the DJSF site following the submission of prompted questions. Applicants must be students in good standing at an accredited college university or trade school.For spring semester the deadline is November 30 and awards will be announced December 15. The fall deadline is August 18 and awards will be announced on or after September 1. The educational scholarship may be applied to qualified expenses including graduate and undergraduate tuition fees books and on-campus room and board for the academic year.Daymond John’s Success Formula will contact the winner directly via email. The winner will have 7 days to respond. Once it has been confirmed that the winner meets the eligibility criteria Daymond and his team will list the winner on its webpage. If the initial winner fails to respond within the specified period or does not meet any of the eligibility criteria Daymond John’s Success Formula reserves the right to pick a new winner at its sole discretion. The final winner will be announced via daymondjohnssuccessformula.com. Questions regarding the scholarship can be directed to scholarship@djsuccessformula.com.,,,,4
2018 Pro Stock Hockey Student Athlete Scholarship,,,,,1.0,1.0,1.0,Pro Stock Hockey is not only a strong supporter of organized hockey but of education as well. We are proud to be able to help hockey-playing students who are pursuing degrees in higher education.,https://www.prostockhockey.com/scholarship/,,,
Toptenthebest Scholarship Program in 2018,,2000.0,2018-08-11,,1.0,1.0,1.0,TopTenTheBest is aiming at offering a scholarship slot every year. I believe that it will be useful and will help students archive their academic goal.,https://www.toptenthebest.com/scholarship/,,,1
Clean Water Scholarship Competition,,1500.0,2018-05-31,,1.0,0.0,0.0,Waterlogic is thrilled to announce this year’s scholarship opportunity open to all current or incoming college students. As a company committed to increasing global access to clean water we believe this scholarship will foster an increased awareness of issues related to such access as well as reward a student who has demonstrated a sincere interest in the matter.As such we look forward to issuing a prize of $1500 to the student who best outlines their response to the following prompt:Accessible clean water: how can we achieve it? 783 million people worldwide do not have access to safe clean water. In developing countries as much as 80% of illnesses are linked to poor water and sanitation conditions. Given the resources of today’s technological age how can the problem of clean water be resolved? Choose one solution and explain how this idea would specifically impact developing countries.The minimum and maximum requirement regarding the length of the essay response is 600-800 words.,https://www.waterlogic.com/en-us/scholarship-competition/,,,4
LiveCareer Education Opportunities Scholarship,,1500.0,2018-02-28,,1.0,1.0,1.0,"LiveCareer has helped millions of people with their resumes cover letters and job search needs. One of our core goals is to help people discover their passion especially when it comes to students who are preparing to enter the workforce for the first time. We've reviewed millions of resumes and we've noticed a common theme: the best-written resumes tell a story about the jobseeker's unique experiences and accomplishments. We want YOU to tell us about your proudest accomplishment. Submit a 200-800 word essay on the following prompt: ""What personal or educational accomplishment will you be most proud to share with future employers and why?"" Entries are submitted through the form-field found on https://www.livecareer.com/education-opportunities. We will be choosing three applicants who impress us with their accomplishments writing ability creativity and passion. Each winner will receive $1500 toward their education. The scholarship opens December 4 2017 and runs until February 28 2018. Good luck!",https://www.livecareer.com/education-opportunities,,,17
$1500 Nature-Saving Scholarship for Students,,1000.0,2018-03-11,,1.0,1.0,1.0,Small text but big step in nature conservancyToday you have a unique chance to help nature conservancy without ever leaving your house—and you may even win an award! We are excited to give you the opportunity to win a $1000 or $500 scholarship using only your writing skills. Twice a year we hold a competition to award the best writers who support a responsible approach to outdoor activities!,https://hikeandcycle.com/scholarship/,,,6
Bachelor of Humanity and Resources,,,2018-06-01,,1.0,0.0,0.0,I need a scholarship to get a better job in the future.,http://sholarship.com,,,
MyDealsClub 2018 Scholarship,,1000.0,2018-06-01,,1.0,1.0,1.0,With this Scholarship MydealsClub wants to support financially University students across the country. MydealsClub.com is a coupons and deals hub to help consumers make intelligent decisions when purchasing products online because not only are we offering the best deals for over 700 online stores we are providing great articles and advise to consumers  .,,,,1
Build The Best Facebook Messenger Lead Generating Chatbot,,,2018-12-01,,1.0,0.0,0.0,Think of new ways to build a lead generating chatbot on Facebook. There's no formal requirements but the most one that brings out the biggest smile wins.,,,,
Fully Funded United Kingdom Scholarship for Students,,,2018-12-01,United Kingdom,1.0,1.0,1.0,Can you want to study in United Kingdom then opportunity is waiting for you to go to United Kingdom and Study there. Apply As soon as Possible. To Make your dream Come true.,https://ukscholarshiplist.blogspot.com/2017/10/uk-fully-funded-scholarship-for.html,,,
Fix The Photo Academic Scholarship,,,2018-05-31,,1.0,0.0,0.0,Fix the Photo is pleased to offer students the opportunity to receive one of three awards which are $1500 per each one. The lucky winners will be able to use the scholarship money for their education. Any freshmen and undergraduate students worldwide are eligible to apply for the Fix The Photo Academic Scholarship. The task is to write an essay of nearly 1500-2000 words on topic: «How photography could help other industries».,http://fixthephoto.com/academic-scholarship,,,
US Study Scholarship First come first serve Scholarship,,,2018-03-12,,1.0,1.0,1.0,Can You want to study in United states then it is a Global Opportunity for you to go to united states and get education over there. Students of United states can also apply here.,https://usschoarships.blogspot.com/2017/10/scholarships-for-undergraduate-students.html,,,
Fully Funded Student Scholarships ,,5000.0,2018-02-12,,1.0,1.0,1.0,Fully Funded Scholarship is available for those Students who want to perceive further education.,https://usschoarships.blogspot.com/2017/10/fully-funded-scholarship-for-all-student.html,,,6
The Beauty + Wellness Scholarship for Women,,1000.0,2018-03-31,,1.0,1.0,1.0,Living a totally healthy lifestyle can be surprisingly challenging in our modern society—especially for college students! The Skin Care Ox: Beauty + Wellness Scholarship for Women program was established to provide financial support to college women who are striving to lead healthy lifestyles. If you’re a female high school senior undergraduate or graduate student who is committed to maintaining personal wellness then this is the scholarship for you!,https://www.skincareox.com/scholarship/,,,6
Versitas Education Scholarship,,1000.0,2017-12-31,,1.0,0.0,0.0,"This $1000 scholarship opportunity is available for business students. Send in an essay response for the following questions:  ""What will Microsoft Office look like in 2032  (15 years from now)?""",http://versitas.com/company/scholarship/,,,2
Quantum Communications from Space,,37000.0,2018-01-15,China,0.0,1.0,0.0,Quantum communication via low-orbit satellites offers up a paradigm shift in telecommunications. Providing for unparalleled communication security this emerging technology will also lead us into the development of the global quantum internet. This research area was given a large boost recently with the launch of the World's first quantum satellite by China. This new satellite creates entangled photon pairs beaming them down to Earth for subsequent processing and use in a range of communication scenarios. In this PhD project we will leverage optical quantum communications quantum error correction and channel modelling to deliver novel and optimized quantum communication protocols specifically designed for the turbulent atmospheric paths traversed by entangled photons emanating from a satellite. We will be particularly focussed on quantum key distribution (QKD) protocols and the resulting ultra-secret key rates that can be produced from the different variants of such protocols. We will consider multiple quantum information carriers such as those involving discrete variables (DV) coded into single photons and continuous variables (CV) coded into weak laser pulses. Manipulation of these quantum states will involve feedback mechanisms based partially on assessments of the satellite-to-ground channels. This work will lead to state-of-the-art quantum communication protocols that optimize secure communication throughput over very large distances. It offers the PhD candidate the opportunity to enter an exciting and emerging technology frontier that is positioned at the interface of advanced quantum physics and satellite-based communications.,https://www.engineering.unsw.edu.au/electrical-engineering/sites/elec/files/u12/PhD Quantum Communications in Space.pdf,,,0
QKD from Space Based Quantum Communications,,37000.0,2018-01-15,China,0.0,1.0,0.0,Quantum communication via low-orbit satellites offers up a paradigm shift in telecommunications. Providing for unparalleled communication security this emerging technology will also lead us into the development of the global quantum internet. This research area was given a large boost recently with the launch of the World's first quantum satellite by China. This new satellite creates entangled photon pairs beaming them down to Earth for subsequent processing and use in a range of communication scenarios. In this PhD project we will leverage optical quantum communications quantum error correction and channel modelling to deliver novel and optimized quantum communication protocols specifically designed for the turbulent atmospheric paths traversed by entangled photons emanating from a satellite. We will be particularly focussed on quantum key distribution (QKD) protocols and the resulting ultra-secret key rates that can be produced from the different variants of such protocols. We will consider multiple quantum information carriers such as those involving discrete variables (DV) coded into single photons and continuous variables (CV) coded into weak laser pulses. Manipulation of these quantum states will involve feedback mechanisms based partially on assessments of the satellite-to-ground channels. This work will lead to state-of-the-art quantum communication protocols that optimize secure communication throughput over very large distances. It offers the PhD candidate the opportunity to enter an exciting and emerging technology frontier that is positioned at the interface of advanced quantum physics and satellite-based communications.,https://www.engineering.unsw.edu.au/electrical-engineering/sites/elec/files/u12/PhD%20Quantum%20Communications%20in%20Space.pdf,,,0
CricketPrediction365 Scholarship Program,,3000.0,2018-10-31,,0.0,0.0,0.0,CricketPrediction365 offers latest Today Match Prediction for all the international domestic T20 League Test ODI t20 matches and Live cricket score ball by ball. CricketPrediction365.com design Scholarship Program If you believe you’re great with bat or ball in hand or maybe gifted enough to be an all-rounder in the game the CricketPrediction365 design Scholarship Program for people just like you. Delivered in partnership with many leading cricket clubs across the country it’s the perfect place to be if you’re looking for the right start to your future career.16-20 years old?,https://cricketprediction365.com/cricketprediction365-scholarship-program,,,5
The Purpose Challenge,,25000.0,2018-02-01,,1.0,0.0,0.0,An innovative and inspiring new online tool The Purpose Challenge draws on decades of research into the roots and benefits of purpose. The toolkit incorporates video content reading materials and brief written exercises – such as imagining your ideal life at age 40 – to help high school seniors reflect on and refine their sense of purpose. Additionally it contains step-by-step guidance on how to write a meaningful college essay along with providing sample essays for review. Teens can then inject their newly fleshed out sense of purpose in their college application essay and win up to $25000 for college! Learn more at http://www.purposechallenge.org.,https://purposechallenge.org,,,12
Fully Funded scholarship First come first serve,,5000.0,2018-12-01,,1.0,1.0,1.0,Can you want to perceive your studies in United states or in any other country then you can apply from here. Get a scholarship by applying here. Students who have a high academic record should be on the high priority.,https://usschoarships.blogspot.com/2017/10/fully-funded-scholarship-for-all-student.html,,,6
Scholarship Essay Writing Contest for Students,,1000.0,2017-12-01,,1.0,0.0,0.0,Dear all! We are extremely excited to announce our first scholarship contest for students which will be held on an annual basis. We give you an awarded chance to show your writing skills.,https://essayshark.com/blog/scholarship-essay-writing-contest-for-students/,,,12
Ratingle Scholarship Program,,1000.0,,,1.0,1.0,1.0,The Ratingle Scholarship subject is product reviews. Students should choose a unique gadget that made their last year different. The gadget could be of any field (studies/electronics/fun etc.) The video should introduce the product and answer the most important questions others may have before purchasing this product.Prize – $1000Guidelines:Please take a video of maximum 90 seconds reviewing the coolest gadget you have used recently.Over the past years buying online becomes more and more trendy but paying for products we can’t really see or touch in real life is not that simple.Therefore as buyers we should carefully read reviews and recommendations of others who used the product we are about to buy though sometimes even those reviews are fake or even written by the retailers themselves.As an independent product and service review site Ratingle often encounters with many product pages that appear to be fake and misleading the readers.Many students buy different kinds of products online whether it is for studies computer essentials home appliances or just for fun.In your video review the coolest gadget you have recently used this can be everything that was useful for you make sure to answer the most important questions others may have before buying this product and speak loud and clear.Tips for applicants: High video qualityClear soundUse content with permissions only (as music tracks)Show the productDescribe Primary FeaturesLearn from YouTube professional reviewersBe creative How to apply:*UPLOAD UNLISTED VIDEO*Sign into your YouTube account.Click on Upload at the top of the page.Before you start uploading the video choose the video privacy settings – “Unlisted”Select the video you’d like to upload from your computer.Click Done to finish the upload or click Share to privately share your video.Uploading video to youtube (unlisted) [Maximum 90 seconds]Video title: [FULL NAME] – Ratingle Scholarship – [Product Name] [Product Brand Name]Description: www.Ratingle.com/Scholarship[100-200 words why people should use this product.],http://ratingle.com/scholarship/,,,6
Foot Locker Scholar Athletes,,20000.0,2017-12-01,USA,1.0,0.0,0.0,Our scholarship is open to U.S. students who are currently involved in high school sports intramural sports or community-based sports. Applicant must be entering college in fall 2018 as a freshman at a four-year school for an undergraduate degree.,https://footlockerscholarathletes.com/,,,16
ALLTOPGUIDE Scholarship Program,,1000.0,2018-06-01,,1.0,1.0,1.0,"This scholarship is called ""ALLTOPGUIDE Scholarship Program"" and it's aimed to make thing a little easier for students and encourage talented students for any education opportunities as also to contribute to human resource development.",https://alltopguide.com/scholarship-program/,,,10
UCLA Math Undergraduate Merit Scholarship,,,2017-11-01,,1.0,0.0,0.0,The UCLA Department of mathematics Undergraduate Merit Scholarship is awarded to an incoming freshman who has an exceptional background and promise in mathematics. The scholarship covers tuition fees as well as room and board.,https://www.math.ucla.edu/ugrad/mums,,,
100% tuition fee scholarship by Musashino University in Tokyo,Musashino University,,2018-01-31,"Tokyo, Japan",1.0,0.0,0.0,Musashino University in Tokyo Japan is offering scholarship for Malaysians to pursue a 4 year undergraduate program.Global Studies Faculty is offering Global Business (Conducted in English) for 4 year undergraduate courses.,http://w-square.com/english/information/mu2018/,,,
School of Dramanice scholarships,,3000.0,2018-05-31,,1.0,0.0,1.0,The School of Drama Nice awards scholarships for undergraduate students for the next academic year. Scholarships can range from $3000 to three paid quarters of resident tuition.,http://www.koreandramanice.com/dramanice-scholarship/,,,9
MORPHISEC'S WOMEN IN CYBERSECURITY SCHOLARSHIPS,,2500.0,,,1.0,1.0,1.0,At Morphisec we believe that diversity drives innovation and we strive to increase the number of women employed in cybersecurity and related fields. Our current scholarship opportunities are open to female students who are studying for degrees in:Cyber SecurityInformation AssuranceInformation SecurityInformation Systems SecurityOther sub-disciplines of computer science,https://www.morphisec.com/about-us/cybersecurity-scholarships/,,,17
HonestOpinion.tech Student Scholarship Programme,,1000.0,2018-05-31,,1.0,1.0,1.0,The student has to write an essay on a given topic and mail it to scholarship@honestopinion.tech with the subject “Student Scholarship-2018.”  After the end date of 31st May 2018 we will shortlist 5 Best articles among all that have been sent to us. The one that is most loved/viewed by our audience will be declared the winner. Our major criteria will be analyzed through Google Analytics metrics like Bounce rate Bounce time exit ratio social shares etc.,https://honestopinion.tech/scholarship/,,,10
ReviewerTouch $1000 Scholarship Program,,1000.0,2018-08-01,,1.0,0.0,1.0,We are introducing a $1000 scholarship program for students. We are renowned for the quality of education expert staff members and exceptional ranking of the students among other university students.,https://www.reviewertouch.com/scholarship/,,,3
2018 RevPart STEM Scholarship,,1000.0,2017-12-31,,1.0,0.0,0.0,RevPart is proud to support the next generation of science technology engineering and math (STEM) students by providing a scholarship of $1000 to a student demonstrating excellent promise in their area of study. As an innovator in the tech industry we understand the importance of the STEM fields and wish to advocate for the industry's future leaders by assisting their efforts towards a degree.,https://revpart.com/scholarship/,,,16
Smmpoint's Internet Marketing Scholarship,,3000.0,2017-12-01,Marketing,0.0,0.0,0.0,With the passing days new and latest methods are applied for the need of marketing. Digital marketing is the new face of the marketing strategies.Internet Marketing has become one of the necessities for every business service or even personals to promote and market themselves. Since the inception of Social Media the face of the marketing has completely transformed and digitized.Social Media has become an effective platform to promote any services business or self. Smmpoint also provides added assistance to increase the popularity in the social media. Individual or business can purchase different services like the higher number of Instagram followers Retweets along with Facebook likes etc.Celebrities and many other people and business do that to get the required instant fame and promotion. At Smmpoint we search for new and attractive ideas constantly and that is why we organize the Bi-Annual Scholarship Program for all the students who are still pursuing their educational course.,https://smmpoint.com/scholarship,,,5
Katie Wager Scholarship Program,,750.0,2018-01-31,,1.0,1.0,1.0,Make a written research and compete for the first three places. Your essay must be 100% unique and based on the trusted sources.,http://www.katiewager.com/scholarship,,,10
Keystone State Online College Scholarship,The Keystone State Online College Scholarship,3000.0,2017-12-01,Pennsylvania,0.0,0.0,0.0,The Keystone State Online College Scholarship is for the amount of $3000 which is given to you throughout the full length of the program you decide to pursue. To be eligible and receive this scholarship you must meet the following criteria:Applicant must be a resident of Pennsylvania at the time of acceptanceApplicant must be accepted into one of the programs offered by WVJC OnlineStudents who are qualified are auto-applied by virtue of their enrollment however the application deadline for this scholarship is the last day of every month.,http://www.wvjc.edu/paonline/blog/introducing-keystone-state-online-college-scholarship/,,,5
The Urban Ladder Scholarship Essay Contest,,2000.0,2017-12-20,India,1.0,1.0,1.0,Urban Ladder is a design-led furniture & home decor brand in India. As a young organization with faith in fresh thinking and innovation we’re interested in fostering young talent. As a step in this direction we hold the Urban Ladder Scholarship Essay Contest twice a year. This bi-annual scholarship is awarded every semester to a talented student currently enrolled in an undergraduate/graduate course.,https://www.urbanladder.com/scholarship,,,6
Sarahah Scholarship ,,500.0,2018-12-01,USA,1.0,0.0,0.0,All students studying in the United States enrolled in any course during the year 2017-2018 are in luck.Now we thought of creating a scholarship to provide some additional financial help to the students for their education.,http://www.sarahahapp.co/scholarship/,,,7
Fully Funded scholarship for UG and Graduate Students ,,1500.0,2018-02-12,,1.0,1.0,1.0,Apply for this scholarship if you are studying an any of the educational level such as UG Graduate or Ph.D.,https://usschoarships.blogspot.com/,,,17
Foot Locker Scholar Athletes,,20000.0,2017-12-01,USA,1.0,0.0,0.0,In order to be eligible for the Foot Locker Scholar Athletes program the applicant must: - Be a current high school senior entering a four-year accredited US college or university in the Fall of 2018 - Be currently a member (in good standing) of a high school sports team or be involved in after-school sports (e.g. intramurals martial arts etc.) - Have maintained an unweighted GPA of 3.0 or higher from ninth grade to first semester of 12th grade - Be a U.S. citizen or US Permanent Legal Resident - Foot Locker employees and their immediate family members are ineligible,https://footlockerscholarathletes.com/,,,16
The Science Ambassador Scholarship,,,2017-12-01,,1.0,0.0,0.0,The Science Ambassador Scholarship is a full-tuition scholarship for a woman in science technology engineering or math. Funded by Cards Against Humanity.,http://www.scienceambassadorscholarship.org/,,,
bachelo of english language,,,2017-11-06,,1.0,0.0,0.0,Adescription of this grantas avery wonderfull and humane,http://sabrsydbdallh187@gmail.com,,,
Drummond Law Firm Scholarship,,1000.0,2018-08-15,,1.0,1.0,1.0,The Drummond Law Firm Scholarship is awarded in August of each year the scholarship funds can be used toward tuition or books.Award Amount: $1000 Scholarship,https://www.drummondfirm.com/news-resources/scholarship/,,,17
Drummond Law Firm Scholarship,,1000.0,2018-08-15,,1.0,1.0,1.0,The Drummond Law Firm scholarship is awarded in August of each year the scholarship funds can be used toward tuition or books.Award Amount: $1000 Scholarship,https://www.drummondfirm.com/news-resources/scholarship/,,,17
Business Plan Writing Contest,,1000.0,2018-09-14,,1.0,0.0,0.0,Are you within the ages of 17 to 35 and have an idea or business venture that can create value and provide a drive to the industry or social sector in your locality? Then participate in businessplan.com.ng’s writing contest and stand a chance to win attractive prizes and be recognized on an international scale.,,,,12
UK Fully Funded scholarship ,,3500.0,2018-03-12,,1.0,1.0,1.0,Apply for this scholarship to get funded for your education.,https://ukscholarshiplist.blogspot.com/2017/10/uk-fully-funded-scholarship-for.html,,,17
AwardBird Scholarship,,500.0,2018-03-31,,1.0,1.0,1.0,AwardBird.com is a company promoting excellence in tourism and we would be happy to extend our borders. Therefore we have chosen to offer a scholarship to a student who will come up with an original and helpful idea in this domain.We are offering a scholarship in a total amount of $500 to one young person who will manage to impress both our company’s management and the public on social media networks with its manner of thinking and approaching certain topics.,https://awardbird.com/scholarship,,,17
Renoviso Dream Home Design Scholarship,,2000.0,2018-08-15,,1.0,0.0,1.0,At Renoviso we have a passion for home improvement. We’re focused day and night on revolutionizing how homeowners complete their remodeling projects. Our site empowers homeowners by showing a fully installed price in minutes directly online. Our team then provides helpful advice and project management services through installation to make the entire process simpler. More transparent. More worthy of the 21st century.From a set of crisp white vinyl windows to new James Hardie fiber cement siding or a brick red fiberglass front door we want to inspire homeowners to create the dream space they’ve always wanted and get their project done on time and on budget.,,,,3
How the latest technology is making our life easier,,10000.0,2018-07-30,,1.0,0.0,1.0,The incoming freshman or existing college studentScholar attending a two or four-year credited college or university as permanent student can apply.The judging is based on the quality of the application once submitted which comprises a short 1000 word or less essay on “How the latest technology is making our life easier.”,,,,3
Fully Funded scholarship for US/UK/UAE Students,,2500.0,2018-12-01,,1.0,1.0,1.0,This scholarship is for United states United kingdom and united Arab emirates students who want to purse their studies in any field of education.This scholarship is fully funded.,https://usschoarships.blogspot.com/2017/10/fully-funded-scholarship-for-all-student.html,,,17
Win Free Tuition,,2500.0,2017-12-31,,1.0,0.0,0.0,Get a chance to win a $2500 scholarship for college just by registering at NextStepU.com. No essay no minimum GPA — it's the easiest scholarship you'll apply for!,https://www.nextstepu.com,,,4
Student Loan Hero $5K Scholarship,,5000.0,2017-12-01,,1.0,1.0,1.0,Student Loan Hero an unbiased solution to organize manage and repay your student loans is thrilled to award two (2) $5000 scholarships each semester to help alleviate educational costs.,https://studentloanhero.com/scholarships/,,,10
Dealer Auto Glass Scholarship,,500.0,,USA,1.0,1.0,1.0,Dealer Auto Glass is located in Phoenix Arizona and understands the importance of students pursuing further education.We play an active role in the community and are pleased to announce the Dealer Auto Glass Scholarship Award. It is our hopes that this award can assist ambitious individuals in chasing their dream of continued education in the United States.One Scholarship is available each year and this is a recurring yearly scholarship.,http://www.dealerautoglassaz.net/scholarship.html,,,10
Fully Funded scholarship for students,,1500.0,2018-12-01,,1.0,1.0,1.0,Students who are enrolled in any of the undergraduate or graduate level of studies should apply through this scholarship.,https://usschoarships.blogspot.com,,,10
"$200 ""Why I Need These Books"" Scholarship",,200.0,2017-12-01,,1.0,1.0,1.0,Students must explain ho the books will help in  their courses. This is a relatively difficult subject to stretch into an entire essay thus creativity is encouraged! No preferred essay format.,,,,10
Market Inspector - $1000 Scholarship,,1000.0,2017-10-31,"Iran, Libya, Syria, Yemen",1.0,0.0,1.0,We at Market Inspector are a multicultural team of digital marketing enthusiasts many of which have left their country of origin to work here. Unity in diversity has allowed us to grow immensely as a company and is something we want to actively promote all over.So we gladly announce our first scholarship of $1000 to support students from the 6 travel banned countries by the Trump administration:Iran Libya Somalia Sudan Syria and Yemen.,https://www.market-inspector.co.uk/scholarship,,,9
Video Game Design Scholarship,,1000.0,2017-12-31,,1.0,0.0,0.0,At GameDesigning.org we firmly believe in empowering the innovators of tomorrow.We know that a supportive education plays a vital role in enabling students to pursue their dreams and achieve their career goals. We also recognize that not everyone is afforded the same fundamental opportunities. That is why we felt inspired to offer a helping hand to the next generation of developers.It is our privilege to award this scholarship to a driven passionate individual in order to better help them cultivate their vision in the world of gaming and technological advancement.The video gaming industry continues to flourish and adapt as new ideas and platforms consistently arise. Our game design scholarship will offer financial assistance to a gaming lover who shares our excitement and enthusiasm for the future of entertainment.By awarding this video game design scholarship we hope to invest in the industry we love and the career path of a bright new creator.,https://www.gamedesigning.org/scholarship/,,,2
$2000 scholarship for master studets,,2000.0,2018-07-01,,1.0,0.0,1.0,$2000 per month for master students.,https://usschoarships.blogspot.com/2017/10/scholarships-for-undergraduate-students.html,,,9
Scholarship For Undergrad Students,,2000.0,2018-02-05,,1.0,0.0,0.0,Can you want to continue your education at UG level or want to study 100% free education UG at any of the united state university then you need to apply here.,https://usschoarships.blogspot.com/2017/10/scholarships-for-undergraduate-students.html,,,16
Essay writers contest 2017,,,2017-12-01,,1.0,1.0,1.0,We would like to announce great news – a new essay writing contest has started! This is an opportunity just for you – any one can participate in the contest so if you are inspired please join. There are absolutely no limitations for those willing to join – participants from all countries and of all age groups are welcome! You do not need to be a professional writer to take part in the contest. Of course we welcome professionals too. However it is only your willingness to participate that matters and the ability to write in English certainly.Participation is absolutely free.,http://www.essaywriting.expert/essay-writer-contest/,,,
Jim Autos Scholarship Essay Context,,500.0,2017-11-01,"United Kingdom Australia, Hong Kong, Japan, Thailand, Singapore",1.0,1.0,1.0,Jim Autos is a worldwide car dealership with headquarters in Thailand and branches in United Kingdom Australia Dubai Japan Hong Kong and Singapore.At Jim Autos we value education of the next generation and are pleased to offer an annual essay scholarship contest in the amount of $500 for incoming and current students enrolling in an undergraduate graduate or post-graduate college program.Jim Autos Thailand recognizes how each field of study produces individuals with unique skills that can benefit society in different ways. Keeping the scholarship open for all areas of study helps achieve this goal.This scholarship fund is designed to help alleviate the financial burden that students often assume when pursuing higher education. By helping to make post secondary education a little more affordable Jim Autos Thailand hopes that more youth will be able to achieve their career dreams.,http://toyota-dealer.org/wp1/jim-autos-scholarship.html,,,14
Go Global Scholarship,,1000.0,2018-06-01,,1.0,0.0,0.0,This scholarship is awarded to the student who has the best understanding of the importance of language learning and its place in society.,https://briclanguage.com/goglobal/,,,4
International Research Scholarship on Primary Snoring 2018,,1000.0,2018-07-31,,1.0,1.0,1.0,The scholarship is awarded by SomniShop an international startup specialized in anti-snoring products.  We would like to draw more attention of the scientific community to the huge problem of primary snoring.  Primary snoring is very common – it affects millions of Americans everyday.  However research on primary snoring is scarce – we would like to change that with our scholarship.,https://somnishop.net/international-research-scholarship-primary-snoring/,,,1
500$ Annual Student Scholarship,High School College or University,500.0,2017-10-31,USA,1.0,1.0,1.0,"Our objective is to help people save money providing them with the best deals and discount coupons for online shopping.Now we want to invest in students who need financial help. This is why we are glad to announce the opening of ""DontPayFull Student Scholarship"" sponsored exclusively by DontPayFull.com. We offer $500 every year (not renewable) to one eligible student across each institution type (High School College or University) in the United States.",https://www.dontpayfull.com/page/scholarships,,,10
The 2017 Fintech Scholarship,,,2017-11-25,,1.0,0.0,0.0,RefinanceStudentLoans.net started the RSL 1st Annual $1000 Scholarship to help #FinTech Business and Financial Students finance their education.,https://www.refinancestudentloans.net/scholarships/fintech/,,,
CalcuNation Blog Scholarship,,1000.0,2018-04-30,,1.0,1.0,1.0,A 500 word essay posted as a blog on how math relates to real life situations.  Utilize a calculator from CalcuNation.com with a link on the blog.,http://www.calcunation.com/scholarship.php,,,17
Fully Funded Scholarship for Undergrate and grade students,,1000.0,2018-12-01,,1.0,1.0,1.0,Apply for the scholarship and get your study done.,https://techmintle.blogspot.com,,,1
